id,cd,baseprice,basenum,contprice,dealnum,trans-amount,orderdate,jsd
1400,1,3250,2000,3250,2000,6500000,2016/7/22,中海油宁波江浙沪皖
1401,3,3405,1000,3405,1000,3405000,2016/7/22,珠三角地区
1402,3,3405,1100,3405,1100,3745500,2016/7/22,珠三角地区
1403,3,3405,1500,3405,1500,5107500,2016/7/22,珠三角地区
1404,3,3405,300,3405,300,1021500,2016/7/22,珠三角地区
1392,1,3250,100,3250,100,325000,2016/7/21,中海油宁波江浙沪皖
1393,1,3250,700,3250,700,2275000,2016/7/21,中海油宁波江浙沪皖
1394,1,3250,800,3250,800,2600000,2016/7/21,中海油宁波江浙沪皖
1395,1,3250,800,3250,800,2600000,2016/7/21,中海油宁波江浙沪皖
1385,1,3250,600,3250,600,1950000,2016/7/20,中海油宁波江浙沪皖
1386,1,3250,200,3250,200,650000,2016/7/20,中海油宁波江浙沪皖
1387,1,3250,700,3250,700,2275000,2016/7/20,中海油宁波江浙沪皖
1388,1,3250,100,3250,100,325000,2016/7/20,中海油宁波江浙沪皖
1389,1,3250,700,3250,700,2275000,2016/7/20,中海油宁波江浙沪皖
1390,3,3405,1100,3405,1100,3745500,2016/7/20,珠三角地区
1391,3,3405,900,3405,900,3064500,2016/7/20,珠三角地区
1378,1,3250,600,3250,600,1950000,2016/7/19,中海油宁波江浙沪皖
1379,1,3250,200,3250,200,650000,2016/7/19,中海油宁波江浙沪皖
1380,1,3250,800,3250,800,2600000,2016/7/19,中海油宁波江浙沪皖
1381,1,3250,100,3250,100,325000,2016/7/19,中海油宁波江浙沪皖
1382,3,3405,500,3405,500,1702500,2016/7/19,珠三角地区
1383,3,3405,500,3405,500,1702500,2016/7/19,珠三角地区
1384,3,3405,1200,3405,1200,4086000,2016/7/19,珠三角地区
1374,1,3250,600,3250,600,1950000,2016/7/18,中海油宁波江浙沪皖
1375,1,3250,800,3250,800,2600000,2016/7/18,中海油宁波江浙沪皖
1376,1,3250,100,3250,100,325000,2016/7/18,中海油宁波江浙沪皖
1377,1,3250,900,3250,900,2925000,2016/7/18,中海油宁波江浙沪皖
1366,1,3250,500,3250,500,1625000,2016/7/15,中海油宁波江浙沪皖
1367,1,3250,2700,3250,2700,8775000,2016/7/15,中海油宁波江浙沪皖
1368,1,3250,100,3250,100,325000,2016/7/15,中海油宁波江浙沪皖
1369,1,3250,2000,3250,2000,6500000,2016/7/15,中海油宁波江浙沪皖
1370,3,3405,200,3405,200,681000,2016/7/15,珠三角地区
1371,3,3405,1200,3405,1200,4086000,2016/7/15,珠三角地区
1372,3,3405,500,3405,500,1702500,2016/7/15,珠三角地区
1373,3,3405,1000,3405,1000,3405000,2016/7/15,珠三角地区
1363,1,3250,800,3250,800,2600000,2016/7/14,中海油宁波江浙沪皖
1364,1,3250,900,3250,900,2925000,2016/7/14,中海油宁波江浙沪皖
1365,1,3250,1000,3250,1000,3250000,2016/7/14,中海油宁波江浙沪皖
1356,1,3250,200,3250,200,650000,2016/7/13,中海油宁波江浙沪皖
1357,1,3250,100,3250,100,325000,2016/7/13,中海油宁波江浙沪皖
1358,1,3250,800,3250,800,2600000,2016/7/13,中海油宁波江浙沪皖
1359,1,3250,900,3250,900,2925000,2016/7/13,中海油宁波江浙沪皖
1360,1,3250,1000,3250,1000,3250000,2016/7/13,中海油宁波江浙沪皖
1361,3,3405,1460,3405,1460,4971300,2016/7/13,珠三角地区
1362,3,3405,600,3405,600,2043000,2016/7/13,珠三角地区
1350,1,3250,100,3250,100,325000,2016/7/12,中海油宁波江浙沪皖
1351,1,3250,200,3250,200,650000,2016/7/12,中海油宁波江浙沪皖
1352,1,3250,200,3250,200,650000,2016/7/12,中海油宁波江浙沪皖
1353,1,3250,600,3250,600,1950000,2016/7/12,中海油宁波江浙沪皖
1354,1,3250,1000,3250,1000,3250000,2016/7/12,中海油宁波江浙沪皖
1355,1,3250,1100,3250,1100,3575000,2016/7/12,中海油宁波江浙沪皖
1341,1,3250,20,3250,20,65000,2016/7/11,中海油宁波江浙沪皖
1342,1,3250,20,3250,20,65000,2016/7/11,中海油宁波江浙沪皖
1343,1,3250,20,3250,20,65000,2016/7/11,中海油宁波江浙沪皖
1344,1,3250,700,3250,700,2275000,2016/7/11,中海油宁波江浙沪皖
1345,1,3250,800,3250,800,2600000,2016/7/11,中海油宁波江浙沪皖
1346,1,3250,1000,3250,1000,3250000,2016/7/11,中海油宁波江浙沪皖
1347,3,3405,500,3405,500,1702500,2016/7/11,珠三角地区
1348,3,3405,1500,3405,1500,5107500,2016/7/11,珠三角地区
1349,3,3405,200,3405,200,681000,2016/7/11,珠三角地区
1333,1,3250,100,3250,100,325000,2016/7/8,中海油宁波江浙沪皖
1334,1,3250,2700,3250,2700,8775000,2016/7/8,中海油宁波江浙沪皖
1335,1,3250,1000,3250,1000,3250000,2016/7/8,中海油宁波江浙沪皖
1336,1,3250,100,3250,100,325000,2016/7/8,中海油宁波江浙沪皖
1337,1,3250,1800,3250,1800,5850000,2016/7/8,中海油宁波江浙沪皖
1338,3,3405,1120,3405,1120,3813600,2016/7/8,珠三角地区
1339,3,3405,1500,3405,1500,5107500,2016/7/8,珠三角地区
1340,3,3405,120,3405,120,408600,2016/7/8,珠三角地区
1328,1,3250,100,3250,100,325000,2016/7/7,中海油宁波江浙沪皖
1329,1,3250,700,3250,700,2275000,2016/7/7,中海油宁波江浙沪皖
1330,1,3250,800,3250,800,2600000,2016/7/7,中海油宁波江浙沪皖
1331,1,3250,800,3250,800,2600000,2016/7/7,中海油宁波江浙沪皖
1332,1,3250,100,3250,100,325000,2016/7/7,中海油宁波江浙沪皖
1325,1,3250,600,3250,600,1950000,2016/7/6,中海油宁波江浙沪皖
1326,1,3250,800,3250,800,2600000,2016/7/6,中海油宁波江浙沪皖
1327,1,3250,500,3250,500,1625000,2016/7/6,中海油宁波江浙沪皖
1317,1,3250,300,3250,300,975000,2016/7/5,中海油宁波江浙沪皖
1318,1,3250,500,3250,500,1625000,2016/7/5,中海油宁波江浙沪皖
1319,1,3250,600,3250,600,1950000,2016/7/5,中海油宁波江浙沪皖
1320,1,3250,400,3250,400,1300000,2016/7/5,中海油宁波江浙沪皖
1321,3,3405,1500,3405,1500,5107500,2016/7/5,珠三角地区
1322,3,3405,300,3405,300,1021500,2016/7/5,珠三角地区
1323,3,3405,300,3405,300,1021500,2016/7/5,珠三角地区
1324,3,3405,1200,3405,1200,4086000,2016/7/5,珠三角地区
1312,1,3250,100,3250,100,325000,2016/7/4,中海油宁波江浙沪皖
1313,1,3250,100,3250,100,325000,2016/7/4,中海油宁波江浙沪皖
1314,1,3250,200,3250,200,650000,2016/7/4,中海油宁波江浙沪皖
1315,1,3250,800,3250,800,2600000,2016/7/4,中海油宁波江浙沪皖
1316,1,3250,500,3250,500,1625000,2016/7/4,中海油宁波江浙沪皖
1304,1,3250,1000,3250,1000,3250000,2016/7/1,中海油宁波江浙沪皖
1305,1,3250,2400,3250,2400,7800000,2016/7/1,中海油宁波江浙沪皖
1306,1,3250,200,3250,200,650000,2016/7/1,中海油宁波江浙沪皖
1307,1,3250,2200,3250,2200,7150000,2016/7/1,中海油宁波江浙沪皖
1308,3,3405,200,3405,200,681000,2016/7/1,珠三角地区
1309,3,3405,300,3405,300,1021500,2016/7/1,珠三角地区
1310,3,3405,2000,3405,2000,6810000,2016/7/1,珠三角地区
1311,3,3405,1400,3405,1400,4767000,2016/7/1,珠三角地区
1291,1,3345,20,3345,20,66900,2016/6/30,中海油宁波江浙沪皖
1292,1,3345,40,3345,40,133800,2016/6/30,中海油宁波江浙沪皖
1293,1,3345,20,3345,20,66900,2016/6/30,中海油宁波江浙沪皖
1294,1,3345,20,3345,20,66900,2016/6/30,中海油宁波江浙沪皖
1295,1,3345,100,3345,100,334500,2016/6/30,中海油宁波江浙沪皖
1296,1,3345,100,3345,100,334500,2016/6/30,中海油宁波江浙沪皖
1297,1,3345,20,3345,20,66900,2016/6/30,中海油宁波江浙沪皖
1298,1,3345,20,3345,20,66900,2016/6/30,中海油宁波江浙沪皖
1299,1,3345,20,3345,20,66900,2016/6/30,中海油宁波江浙沪皖
1300,1,3250,600,3250,600,1950000,2016/6/30,中海油宁波江浙沪皖
1301,1,3250,800,3250,800,2600000,2016/6/30,中海油宁波江浙沪皖
1302,1,3250,800,3250,800,2600000,2016/6/30,中海油宁波江浙沪皖
1303,1,3250,100,3250,100,325000,2016/6/30,中海油宁波江浙沪皖
1287,1,3345,20,3345,20,66900,2016/6/29,中海油宁波江浙沪皖
1288,1,3345,200,3345,200,669000,2016/6/29,中海油宁波江浙沪皖
1289,1,3345,500,3345,500,1672500,2016/6/29,中海油宁波江浙沪皖
1290,3,3455,460,3455,460,1589300,2016/6/29,珠三角地区
1281,1,3345,20,3345,20,66900,2016/6/28,中海油宁波江浙沪皖
1282,1,3345,20,3345,20,66900,2016/6/28,中海油宁波江浙沪皖
1283,1,3345,400,3345,400,1338000,2016/6/28,中海油宁波江浙沪皖
1284,1,3345,600,3345,600,2007000,2016/6/28,中海油宁波江浙沪皖
1285,1,3345,900,3345,900,3010500,2016/6/28,中海油宁波江浙沪皖
1286,3,3455,100,3455,100,345500,2016/6/28,珠三角地区
1280,3,3455,600,3455,600,2073000,2016/6/27,珠三角地区
1276,1,3345,200,3345,200,669000,2016/6/27,中海油宁波江浙沪皖
1277,1,3345,20,3345,20,66900,2016/6/27,中海油宁波江浙沪皖
1278,1,3345,300,3345,300,1003500,2016/6/27,中海油宁波江浙沪皖
1279,1,3345,1000,3345,1000,3345000,2016/6/27,中海油宁波江浙沪皖
1271,1,3345,1700,3345,1700,5686500,2016/6/24,中海油宁波江浙沪皖
1272,1,3345,100,3345,100,334500,2016/6/24,中海油宁波江浙沪皖
1273,1,3345,1000,3345,1000,3345000,2016/6/24,中海油宁波江浙沪皖
1274,1,3345,400,3345,400,1338000,2016/6/24,中海油宁波江浙沪皖
1275,3,3455,720,3455,720,2487600,2016/6/24,珠三角地区
1264,1,3345,400,3345,400,1338000,2016/6/23,中海油宁波江浙沪皖
1265,1,3345,300,3345,300,1003500,2016/6/23,中海油宁波江浙沪皖
1266,1,3345,600,3345,600,2007000,2016/6/23,中海油宁波江浙沪皖
1267,3,3455,1600,3455,1600,5528000,2016/6/23,珠三角地区
1268,3,3455,1100,3455,1100,3800500,2016/6/23,珠三角地区
1269,3,3455,400,3455,400,1382000,2016/6/23,珠三角地区
1270,1,3950,100,3950,20,79000,2016/6/23,中石油江苏如东LNG接收站
1259,1,3345,100,3345,100,334500,2016/6/22,中海油宁波江浙沪皖
1260,1,3345,300,3345,300,1003500,2016/6/22,中海油宁波江浙沪皖
1261,1,3345,700,3345,700,2341500,2016/6/22,中海油宁波江浙沪皖
1262,1,3345,600,3345,600,2007000,2016/6/22,中海油宁波江浙沪皖
1263,3,3455,500,3455,500,1727500,2016/6/22,珠三角地区
1254,1,3345,100,3345,100,334500,2016/6/21,中海油宁波江浙沪皖
1255,1,3345,300,3345,300,1003500,2016/6/21,中海油宁波江浙沪皖
1256,1,3345,600,3345,600,2007000,2016/6/21,中海油宁波江浙沪皖
1257,1,3345,600,3345,600,2007000,2016/6/21,中海油宁波江浙沪皖
1258,1,3345,100,3345,100,334500,2016/6/21,中海油宁波江浙沪皖
1244,1,3345,200,3345,200,669000,2016/6/20,中海油宁波江浙沪皖
1245,1,3345,300,3345,300,1003500,2016/6/20,中海油宁波江浙沪皖
1246,1,3345,500,3345,500,1672500,2016/6/20,中海油宁波江浙沪皖
1247,1,3345,500,3345,500,1672500,2016/6/20,中海油宁波江浙沪皖
1248,1,3345,600,3345,600,2007000,2016/6/20,中海油宁波江浙沪皖
1249,3,3455,200,3455,200,691000,2016/6/20,珠三角地区
1250,3,3455,1200,3455,1200,4146000,2016/6/20,珠三角地区
1251,3,3455,200,3455,200,691000,2016/6/20,珠三角地区
1252,3,3455,1000,3455,1000,3455000,2016/6/20,珠三角地区
1253,1,3950,20,3950,20,79000,2016/6/20,中石油江苏如东LNG接收站
1239,1,3350,1600,3350,1600,5360000,2016/6/17,中海油宁波江浙沪皖
1240,1,3350,200,3350,200,670000,2016/6/17,中海油宁波江浙沪皖
1241,1,3350,1000,3350,1000,3350000,2016/6/17,中海油宁波江浙沪皖
1242,1,3350,100,3350,100,335000,2016/6/17,中海油宁波江浙沪皖
1243,1,3350,800,3350,800,2680000,2016/6/17,中海油宁波江浙沪皖
1232,1,3350,800,3350,800,2680000,2016/6/16,中海油宁波江浙沪皖
1233,1,3350,400,3350,400,1340000,2016/6/16,中海油宁波江浙沪皖
1234,1,3350,700,3350,700,2345000,2016/6/16,中海油宁波江浙沪皖
1235,3,3455,200,3455,200,691000,2016/6/16,珠三角地区
1236,3,3455,1000,3455,1000,3455000,2016/6/16,珠三角地区
1237,3,3455,1200,3455,1200,4146000,2016/6/16,珠三角地区
1238,3,3455,360,3455,360,1243800,2016/6/16,珠三角地区
1228,1,3350,400,3350,400,1340000,2016/6/15,中海油宁波江浙沪皖
1229,1,3350,100,3350,100,335000,2016/6/15,中海油宁波江浙沪皖
1230,1,3350,600,3350,600,2010000,2016/6/15,中海油宁波江浙沪皖
1231,1,3350,500,3350,500,1675000,2016/6/15,中海油宁波江浙沪皖
1225,1,3350,500,3350,500,1675000,2016/6/14,中海油宁波江浙沪皖
1226,1,3350,600,3350,600,2010000,2016/6/14,中海油宁波江浙沪皖
1227,1,3350,700,3350,700,2345000,2016/6/14,中海油宁波江浙沪皖
1218,1,3350,500,3350,500,1675000,2016/6/13,中海油宁波江浙沪皖
1219,1,3350,600,3350,600,2010000,2016/6/13,中海油宁波江浙沪皖
1220,1,3350,300,3350,300,1005000,2016/6/13,中海油宁波江浙沪皖
1221,3,3455,300,3455,300,1036500,2016/6/13,珠三角地区
1222,3,3455,800,3455,800,2764000,2016/6/13,珠三角地区
1223,3,3455,80,3455,80,276400,2016/6/13,珠三角地区
1224,3,3455,1000,3455,1000,3455000,2016/6/13,珠三角地区
1212,1,3350,1000,3350,1000,3350000,2016/6/8,中海油宁波江浙沪皖
1213,1,3350,200,3350,200,670000,2016/6/8,中海油宁波江浙沪皖
1214,1,3350,3000,3350,3000,10050000,2016/6/8,中海油宁波江浙沪皖
1215,1,3350,3400,3350,3400,11390000,2016/6/8,中海油宁波江浙沪皖
1216,3,3455,700,3455,700,2418500,2016/6/8,珠三角地区
1217,3,3455,1200,3455,1200,4146000,2016/6/8,珠三角地区
1206,1,3350,500,3350,500,1675000,2016/6/7,中海油宁波江浙沪皖
1207,1,3350,600,3350,600,2010000,2016/6/7,中海油宁波江浙沪皖
1208,1,3350,1000,3350,1000,3350000,2016/6/7,中海油宁波江浙沪皖
1209,3,3455,300,3455,300,1036500,2016/6/7,珠三角地区
1210,3,3455,980,3455,980,3385900,2016/6/7,珠三角地区
1211,3,3455,100,3455,100,345500,2016/6/7,珠三角地区
1200,1,3350,200,3350,200,670000,2016/6/6,中海油宁波江浙沪皖
1201,1,3350,20,3350,20,67000,2016/6/6,中海油宁波江浙沪皖
1202,1,3350,700,3350,700,2345000,2016/6/6,中海油宁波江浙沪皖
1203,1,3350,500,3350,500,1675000,2016/6/6,中海油宁波江浙沪皖
1204,1,3350,600,3350,600,2010000,2016/6/6,中海油宁波江浙沪皖
1205,3,3455,1200,3455,1200,4146000,2016/6/6,珠三角地区
1192,1,3350,200,3350,200,670000,2016/6/3,中海油宁波江浙沪皖
1193,1,3350,900,3350,900,3015000,2016/6/3,中海油宁波江浙沪皖
1194,1,3350,2000,3350,2000,6700000,2016/6/3,中海油宁波江浙沪皖
1195,1,3350,2100,3350,2100,7035000,2016/6/3,中海油宁波江浙沪皖
1196,3,3455,220,3455,220,760100,2016/6/3,珠三角地区
1197,3,3455,1100,3455,1100,3800500,2016/6/3,珠三角地区
1198,3,3455,900,3455,900,3109500,2016/6/3,珠三角地区
1199,3,3455,500,3455,500,1727500,2016/6/3,珠三角地区
1187,1,3350,100,3350,100,335000,2016/6/2,中海油宁波江浙沪皖
1188,1,3350,500,3350,500,1675000,2016/6/2,中海油宁波江浙沪皖
1189,1,3350,600,3350,600,2010000,2016/6/2,中海油宁波江浙沪皖
1190,1,3350,700,3350,700,2345000,2016/6/2,中海油宁波江浙沪皖
1191,3,3455,60,3455,60,207300,2016/6/2,珠三角地区
1182,1,3350,800,3350,800,2680000,2016/6/1,中海油宁波江浙沪皖
1183,1,3350,500,3350,500,1675000,2016/6/1,中海油宁波江浙沪皖
1184,1,3350,600,3350,600,2010000,2016/6/1,中海油宁波江浙沪皖
1185,3,3455,1200,3455,1200,4146000,2016/6/1,珠三角地区
1186,3,3455,900,3455,900,3109500,2016/6/1,珠三角地区
1174,1,3350,100,3350,100,335000,2016/5/31,中海油宁波江浙沪皖
1175,1,3350,1000,3350,1000,3350000,2016/5/31,中海油宁波江浙沪皖
1176,1,3350,300,3350,300,1005000,2016/5/31,中海油宁波江浙沪皖
1177,1,3350,900,3350,900,3015000,2016/5/31,中海油宁波江浙沪皖
1178,1,3350,100,3350,100,335000,2016/5/31,中海油宁波江浙沪皖
1179,1,3350,800,3350,800,2680000,2016/5/31,中海油宁波江浙沪皖
1180,1,3350,20,3350,20,67000,2016/5/31,中海油宁波江浙沪皖
1181,1,3350,20,3350,20,67000,2016/5/31,中海油宁波江浙沪皖
1172,1,3350,200,3350,200,670000,2016/5/30,中海油宁波江浙沪皖
1173,1,3350,500,3350,500,1675000,2016/5/30,中海油宁波江浙沪皖
1167,1,3350,20,3350,20,67000,2016/5/27,中海油宁波江浙沪皖
1168,1,3350,500,3350,500,1675000,2016/5/27,中海油宁波江浙沪皖
1169,1,3350,300,3350,300,1005000,2016/5/27,中海油宁波江浙沪皖
1170,1,3350,1600,3350,1600,5360000,2016/5/27,中海油宁波江浙沪皖
1171,3,3555,100,3555,100,355500,2016/5/27,珠三角地区
1161,1,3350,100,3350,100,335000,2016/5/26,中海油宁波江浙沪皖
1162,1,3350,1000,3350,1000,3350000,2016/5/26,中海油宁波江浙沪皖
1163,1,3350,100,3350,100,335000,2016/5/26,中海油宁波江浙沪皖
1164,1,3350,600,3350,600,2010000,2016/5/26,中海油宁波江浙沪皖
1165,3,3555,60,3555,60,213300,2016/5/26,珠三角地区
1166,3,3555,1800,3555,1800,6399000,2016/5/26,珠三角地区
1156,1,3350,1000,3350,1000,3350000,2016/5/25,中海油宁波江浙沪皖
1157,1,3350,300,3350,300,1005000,2016/5/25,中海油宁波江浙沪皖
1158,1,3350,600,3350,600,2010000,2016/5/25,中海油宁波江浙沪皖
1159,3,3555,100,3555,100,355500,2016/5/25,珠三角地区
1160,3,3555,1100,3555,1100,3910500,2016/5/25,珠三角地区
1150,1,3350,20,3350,20,67000,2016/5/24,中海油宁波江浙沪皖
1151,1,3350,400,3350,400,1340000,2016/5/24,中海油宁波江浙沪皖
1152,1,3350,100,3350,100,335000,2016/5/24,中海油宁波江浙沪皖
1153,1,3350,600,3350,600,2010000,2016/5/24,中海油宁波江浙沪皖
1154,1,3350,1000,3350,1000,3350000,2016/5/24,中海油宁波江浙沪皖
1155,3,3555,100,3555,100,355500,2016/5/24,珠三角地区
1142,1,3350,20,3350,20,67000,2016/5/23,中海油宁波江浙沪皖
1143,1,3350,20,3350,20,67000,2016/5/23,中海油宁波江浙沪皖
1144,1,3350,100,3350,100,335000,2016/5/23,中海油宁波江浙沪皖
1145,1,3350,200,3350,200,670000,2016/5/23,中海油宁波江浙沪皖
1146,1,3350,1000,3350,1000,3350000,2016/5/23,中海油宁波江浙沪皖
1147,1,3350,800,3350,800,2680000,2016/5/23,中海油宁波江浙沪皖
1148,3,3555,800,3555,800,2844000,2016/5/23,珠三角地区
1149,3,3555,1800,3555,1800,6399000,2016/5/23,珠三角地区
1136,1,3350,20,3350,20,67000,2016/5/20,中海油宁波江浙沪皖
1137,1,3350,20,3350,20,67000,2016/5/20,中海油宁波江浙沪皖
1138,1,3350,20,3350,20,67000,2016/5/20,中海油宁波江浙沪皖
1139,1,3350,1000,3350,1000,3350000,2016/5/20,中海油宁波江浙沪皖
1140,1,3350,100,3350,100,335000,2016/5/20,中海油宁波江浙沪皖
1141,1,3350,2000,3350,2000,6700000,2016/5/20,中海油宁波江浙沪皖
1129,1,3350,1200,3350,1200,4020000,2016/5/19,中海油宁波江浙沪皖
1130,1,3350,100,3350,100,335000,2016/5/19,中海油宁波江浙沪皖
1131,1,3350,200,3350,200,670000,2016/5/19,中海油宁波江浙沪皖
1132,1,3350,300,3350,300,1005000,2016/5/19,中海油宁波江浙沪皖
1133,3,3555,300,3555,300,1066500,2016/5/19,珠三角地区
1134,3,3555,800,3555,800,2844000,2016/5/19,珠三角地区
1135,3,3555,1800,3555,1800,6399000,2016/5/19,珠三角地区
1126,1,3350,1200,3350,1200,4020000,2016/5/18,中海油宁波江浙沪皖
1127,1,3350,300,3350,300,1005000,2016/5/18,中海油宁波江浙沪皖
1128,1,3350,200,3350,200,670000,2016/5/18,中海油宁波江浙沪皖
1121,1,3350,1200,3350,1200,4020000,2016/5/17,中海油宁波江浙沪皖
1122,1,3350,400,3350,400,1340000,2016/5/17,中海油宁波江浙沪皖
1123,1,3350,100,3350,100,335000,2016/5/17,中海油宁波江浙沪皖
1124,1,3350,200,3350,200,670000,2016/5/17,中海油宁波江浙沪皖
1125,3,3555,800,3555,800,2844000,2016/5/17,珠三角地区
1114,1,3295,3000,3295,3000,9885000,2016/5/16,中海油福建
1115,1,3350,800,3350,800,2680000,2016/5/16,中海油宁波江浙沪皖
1116,1,3350,200,3350,200,670000,2016/5/16,中海油宁波江浙沪皖
1117,1,3350,800,3350,800,2680000,2016/5/16,中海油宁波江浙沪皖
1118,1,3350,400,3350,400,1340000,2016/5/16,中海油宁波江浙沪皖
1119,3,3555,1400,3555,1400,4977000,2016/5/16,珠三角地区
1120,1,3950,20,3950,20,79000,2016/5/16,中石油江苏如东LNG接收站
1107,1,3295,4000,3295,4000,13180000,2016/5/13,中海油福建
1108,1,3350,100,3350,100,335000,2016/5/13,中海油宁波江浙沪皖
1109,1,3350,900,3350,900,3015000,2016/5/13,中海油宁波江浙沪皖
1110,1,3350,1200,3350,1200,4020000,2016/5/13,中海油宁波江浙沪皖
1111,1,3350,3000,3350,3000,10050000,2016/5/13,中海油宁波江浙沪皖
1112,3,3555,500,3555,500,1777500,2016/5/13,珠三角地区
1113,3,3555,700,3555,700,2488500,2016/5/13,珠三角地区
1098,1,3350,100,3350,100,335000,2016/5/12,中海油宁波江浙沪皖
1099,1,3350,200,3350,200,670000,2016/5/12,中海油宁波江浙沪皖
1100,1,3350,20,3350,20,67000,2016/5/12,中海油宁波江浙沪皖
1101,1,3350,20,3350,20,67000,2016/5/12,中海油宁波江浙沪皖
1102,1,3350,20,3350,20,67000,2016/5/12,中海油宁波江浙沪皖
1103,1,3350,1000,3350,1000,3350000,2016/5/12,中海油宁波江浙沪皖
1104,1,3350,1200,3350,1200,4020000,2016/5/12,中海油宁波江浙沪皖
1105,1,3350,100,3350,100,335000,2016/5/12,中海油宁波江浙沪皖
1106,1,3350,300,3350,300,1005000,2016/5/12,中海油宁波江浙沪皖
1094,1,3350,800,3350,800,2680000,2016/5/11,中海油宁波江浙沪皖
1095,1,3350,400,3350,400,1340000,2016/5/11,中海油宁波江浙沪皖
1096,1,3350,100,3350,100,335000,2016/5/11,中海油宁波江浙沪皖
1097,1,3350,1200,3350,1200,4020000,2016/5/11,中海油宁波江浙沪皖
1087,1,3350,100,3350,100,335000,2016/5/10,中海油宁波江浙沪皖
1088,1,3350,1200,3350,1200,4020000,2016/5/10,中海油宁波江浙沪皖
1089,1,3350,700,3350,700,2345000,2016/5/10,中海油宁波江浙沪皖
1090,1,3350,700,3350,700,2345000,2016/5/10,中海油宁波江浙沪皖
1091,3,3555,140,3555,140,497700,2016/5/10,珠三角地区
1092,3,3555,800,3555,800,2844000,2016/5/10,珠三角地区
1093,3,3555,900,3555,900,3199500,2016/5/10,珠三角地区
1080,1,3300,3000,3300,3000,9900000,2016/5/9,中海油福建
1081,1,3350,400,3350,400,1340000,2016/5/9,中海油宁波江浙沪皖
1082,1,3350,100,3350,100,335000,2016/5/9,中海油宁波江浙沪皖
1083,1,3350,1200,3350,1200,4020000,2016/5/9,中海油宁波江浙沪皖
1084,1,3350,800,3350,800,2680000,2016/5/9,中海油宁波江浙沪皖
1085,3,3555,200,3555,200,711000,2016/5/9,珠三角地区
1086,3,3555,900,3555,900,3199500,2016/5/9,珠三角地区
1072,1,3350,400,3350,400,1340000,2016/5/6,中海油宁波江浙沪皖
1073,1,3350,900,3350,900,3015000,2016/5/6,中海油宁波江浙沪皖
1074,1,3350,200,3350,200,670000,2016/5/6,中海油宁波江浙沪皖
1075,1,3350,100,3350,100,335000,2016/5/6,中海油宁波江浙沪皖
1076,1,3350,1200,3350,1200,4020000,2016/5/6,中海油宁波江浙沪皖
1077,1,3350,900,3350,900,3015000,2016/5/6,中海油宁波江浙沪皖
1078,3,3555,900,3555,900,3199500,2016/5/6,珠三角地区
1079,3,3555,500,3555,500,1777500,2016/5/6,珠三角地区
1067,1,3350,600,3350,600,2010000,2016/5/5,中海油宁波江浙沪皖
1068,1,3350,400,3350,400,1340000,2016/5/5,中海油宁波江浙沪皖
1069,1,3350,700,3350,700,2345000,2016/5/5,中海油宁波江浙沪皖
1070,1,3350,200,3350,200,670000,2016/5/5,中海油宁波江浙沪皖
1071,3,3555,1400,3555,1400,4977000,2016/5/5,珠三角地区
1063,1,3350,100,3350,100,335000,2016/5/4,中海油宁波江浙沪皖
1064,1,3350,400,3350,400,1340000,2016/5/4,中海油宁波江浙沪皖
1065,1,3350,700,3350,700,2345000,2016/5/4,中海油宁波江浙沪皖
1066,1,3350,600,3350,600,2010000,2016/5/4,中海油宁波江浙沪皖
1057,1,3350,400,3350,400,1340000,2016/5/3,中海油宁波江浙沪皖
1058,1,3350,700,3350,700,2345000,2016/5/3,中海油宁波江浙沪皖
1059,1,3350,600,3350,600,2010000,2016/5/3,中海油宁波江浙沪皖
1060,3,3555,900,3555,900,3199500,2016/5/3,珠三角地区
1061,3,3555,300,3555,300,1066500,2016/5/3,珠三角地区
1062,3,3555,1200,3555,1200,4266000,2016/5/3,珠三角地区
1039,1,3350,200,3350,200,670000,2016/4/29,中海油宁波江浙沪皖
1040,1,3615,20,3615,20,72300,2016/4/29,中海油宁波江浙沪皖
1041,1,3350,300,3350,300,1005000,2016/4/29,中海油宁波江浙沪皖
1042,1,3615,20,3615,20,72300,2016/4/29,中海油宁波江浙沪皖
1043,1,3615,100,3615,100,361500,2016/4/29,中海油宁波江浙沪皖
1044,1,3350,100,3350,100,335000,2016/4/29,中海油宁波江浙沪皖
1045,1,3350,100,3350,100,335000,2016/4/29,中海油宁波江浙沪皖
1046,1,3350,1000,3350,1000,3350000,2016/4/29,中海油宁波江浙沪皖
1047,1,3350,200,3350,200,670000,2016/4/29,中海油宁波江浙沪皖
1048,1,3350,1000,3350,1000,3350000,2016/4/29,中海油宁波江浙沪皖
1049,1,3350,2000,3350,2000,6700000,2016/4/29,中海油宁波江浙沪皖
1050,1,3350,500,3350,500,1675000,2016/4/29,中海油宁波江浙沪皖
1051,1,3350,2000,3350,2000,6700000,2016/4/29,中海油宁波江浙沪皖
1052,1,3615,20,3615,20,72300,2016/4/29,中海油宁波江浙沪皖
1053,1,3615,20,3615,20,72300,2016/4/29,中海油宁波江浙沪皖
1054,1,3615,20,3615,20,72300,2016/4/29,中海油宁波江浙沪皖
1055,1,3615,20,3615,20,72300,2016/4/29,中海油宁波江浙沪皖
1056,1,3615,20,3615,20,72300,2016/4/29,中海油宁波江浙沪皖
1034,1,3615,20,3615,20,72300,2016/4/28,中海油宁波江浙沪皖
